# The name and comment audit of EA game code: one row per audited function (a later
# row for the same address supersedes an earlier one). Two blind lanes read each function;
# a reconciler compared them with its name and comments. tier: T1 EA text or confirmed
# TW06 name, T2 struct-bound and agreed, T3 agreed guess (fn_<address>_<Guess>), D demoted,
# - no name. decision: kept, renamed, tier3, demoted, unnamed. comments: ok, none,
# fixed:N, stripped:N. Progress: tools/match/auditprogress.py.
address	unit	name_before	name_after	tier	decision	comments	lane1	lane2	reconciler	date	notes
800896B4	GameUICommands	fn_800896B4	fn_800896B4	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: copies arg0 into int arg1 and 0 into int arg2
800896D0	GameUICommands	fn_800896D0	fn_800896D0	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: forwards to fn_8008299C (L2: writes 'A'+arg0 into string arg2). Later guess: GetSlotLetter
800896F0	GameUICommands	fn_800896F0	fn_800896F0	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: memory card (port, slot) flags into args 2-6: sector size not 8 KB, encoding, wrong device, I/O error, broken. Comment holds. Later guess: GetMemoryCardErrorFlags
800897F0	GameUICommands	fn_800897F0	fn_800897F0	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: course/round display name into string arg1 (course table, Sherwood CC for course 7 or hole >= 15, saved round, "Random 18", "Dream 18", region names). Both comments hold (region ids 24..29 follow the 24 course names in the 30-entry table). Later guess: GetCourseDisplayName
80089A50	GameUICommands	fn_80089A50	fn_80089A50	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: fn_800E53A4(arg0 != 0) (L2: a GameMessages flag)
80089A8C	GameUICommands	fn_80089A8C	fn_80089A8C	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: nFreeFiles of the card state for (port, slot). Comment holds. Later guess: GetMemoryCardFreeFiles
80089AD0	GameUICommands	fn_80089AD0	fn_80089AD0	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: empty handler
80089AD4	GameUICommands	fn_80089AD4	fn_80089AD4	-	unnamed	fixed:1	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: 0 if the current player is held by a message/screen (fn_800E4254), has finished the hole (pfnHoleFinished) or his ball lies in the cup (LIE_INCUP_e 12), else 1. Comment claimed the use ("may concede"), which the code does not show -> "may still play". Later guess: CanCurrentPlayerAct
80089B78	GameUICommands	fn_80089B78	fn_80089B78	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: gSession.nC = 2 (field unnamed)
80089B8C	GameUICommands	fn_80089B8C	fn_80089B8C	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = fn_800DADC0 (hole contest ball result). Later guess: GetHoleContestBallResult
80089BBC	GameUICommands	fn_80089BBC	fn_80089BBC	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: points string arg0 at the literal game title (assigns the pointer). Comment holds. Later guess: GetGameTitle
80089BD0	GameUICommands	fn_80089BD0	fn_80089BD0	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: empty handler
80089BD4	GameUICommands	fn_80089BD4	fn_80089BD4	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = 0
80089BE0	GameUICommands	fn_80089BE0	fn_80089BE0	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: forwards to fn_80082DBC (L2: 1 if the save file check gives MC_ERR_BADDATA). Later guess: IsSaveFileCorrupt
80089C00	GameUICommands	fn_80089C00	fn_80089C00	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: forwards to fn_80082E10 (L2: save directory check, success = 1). No agreed role
80089C20	GameUICommands	fn_80089C20	fn_80089C20	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: a negative float arg0 becomes 1.0 (written back into the arg), then stored in lbl_80202898.f54 (GoDynamicCam state). No agreed role
8008AC4C	GameUICommands	fn_8008AC4C	fn_8008AC4C	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: helper fn_800A7664(14, nMsg, a) (L2: plays or queues an audio event of kind 14). One of seven same-shape helpers (14-20). Later guess: PlayAudioEventKind14
80089C4C	GameUICommands	fn_80089C4C	fn_80089C4C	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: fn_800A6F38 then fn_8008AC4C((u16)arg0, 0). Later guess: PlayUISpeech (low)
80089C84	GameUICommands	fn_80089C84	fn_80089C84	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: gpGame->bD4 as 0/1 (L2: possibly the playoff flag)
80089CAC	GameUICommands	fn_80089CAC	fn_80089CAC	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: calls fn_800A6148 (L2: an audio emitter preset)
80089CCC	GameUICommands	fn_80089CCC	fn_80089CCC	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: gPlayers[arg0].bPlayerCut as 0/1. Comment holds (rests on the field name). Later guess: IsPlayerCut
80089D04	GameUICommands	fn_80089D04	fn_80089D04	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: fn_800E4204 then fn_800E53AC (L2: posts messages 29/46/47 with 0 and sets a GameMessages flag)
80089D28	GameUICommands	fn_80089D28	fn_80089D28	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: calls fn_800E53C0 (L2: turns game audio off). Later guess: SilenceAudio
80089D48	GameUICommands	fn_80089D48	fn_80089D48	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: forwards to fn_800834E8 (L2: save file status of a card). Later guess: GetSaveFileStatus
8008AC48	GameUICommands	fn_8008AC48	fn_8008AC48	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: empty body taking (player, string)
80089D68	GameUICommands	fn_80089D68	fn_80089D68	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: calls the empty fn_8008AC48(current player, string arg0). Lane 2 flag confirmed: the command does nothing
80089D98	GameUICommands	fn_80089D98	fn_80089D98	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = 0
80089DA4	GameUICommands	fn_80089DA4	fn_80089DA4	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = 0
80089DB0	GameUICommands	fn_80089DB0	fn_80089DB0	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: one of player arg0's unnamed mode values nEA0..nEDC picked by arg1 (0-7), 8 = gSession.nNumPlayers. Comment holds. Later guess: GetPlayerModeValue
80089E5C	GameUICommands	fn_80089E5C	fn_80089E5C	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: empty handler
80089E60	GameUICommands	fn_80089E60	fn_80089E60	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: empty handler
80089E64	GameUICommands	fn_80089E64	fn_80089E64	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: 1 if gSession.uFlags has both 0x4000 and 0x8000
80089E98	GameUICommands	fn_80089E98	fn_80089E98	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: empty handler
80089E9C	GameUICommands	fn_80089E9C	fn_80089E9C	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: Bag_CountClubs(arg0). Comment holds. Later guess: GetBagClubCount
80089ED0	GameUICommands	fn_80089ED0	fn_80089ED0	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: Bag_HasClub(arg0, arg1) as 0/1. Comment holds. Later guess: IsClubInBag
80089F24	GameUICommands	fn_80089F24	fn_80089F24	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: GameModeBattle_AddClub or RemoveClub (arg0, arg2) by arg1. Comment holds. Later guess: BattleAddOrRemoveClub
80089F6C	GameUICommands	fn_80089F6C	fn_80089F6C	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed on the body: result 0 then (always, the if is dead) view reset, GS_WAIT, fn_801102AC, fn_8001A870, fn_8006F4B4, camera script 0. L1 read it as a camera reset; L2 as a disc swap: fn_801102AC is DiscCheck.c's "ask for the other disc and wait" (L2 right). Later guess: SwapDisc
8008A010	GameUICommands	fn_8008A010	fn_8008A010	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: DVDGetDriveStatus mapped to 0..5, 100 when fn_80110450 is set. Comment holds. Later guess: GetDiscDriveStatus
8008A0CC	GameUICommands	fn_8008A0CC	fn_8008A0CC	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: fn_80086300, then fn_80110180 (DiscCheck: current course on the disc) between fn_80110178(1)/(0), fn_8006F4E0 when not. Later guess: ResumeAndCheckCourseOnDisc
8008A128	GameUICommands	fn_8008A128	fn_8008A128	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: fn_800885F8, fn_8006F4E0 if !fn_800EC550, then the same disc check. Twin of fn_8008A0CC
8008A184	GameUICommands	fn_8008A184	fn_8008A184	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: empty handler
8008A188	GameUICommands	fn_8008A188	fn_8008A188	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: copies challenge group arg1's first text line (fn_800ED280) into string arg0. Comment holds. Later guess: GetEventGroupName
8008A1C8	GameUICommands	fn_8008A1C8	fn_8008A1C8	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: the second line (fn_800ED2C8). Comment holds. Later guess: GetEventGroupDescription
8008A208	GameUICommands	fn_8008A208	fn_8008A208	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: empty handler
8008A20C	GameUICommands	fn_8008A20C	fn_8008A20C	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = fn_800E8114(arg0) (GameModeBattle per-player value)
8008A240	GameUICommands	fn_8008A240	fn_8008A240	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: GameModeBattle_CanAddClub(arg0, arg1) low byte as 0/1. Comments hold. Later guess: BattleCanAddClub
8008A294	GameUICommands	fn_8008A294	fn_8008A294	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: fn_800EE8B8()->b0 as 0/1 (the user's PGA Tour event result flag)
8008A2E0	GameUICommands	fn_8008A2E0	fn_8008A2E0	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: five strings for the user's PGA Tour result (name, "$" money, event name, end date, ordinal place). Comment holds. Later guess: GetTourEventResultText
8008A468	GameUICommands	fn_8008A468	fn_8008A468	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: current PGA Tour event name into string arg0. Comment holds. Later guess: GetCurrentTourEventName
8008A4A8	GameUICommands	fn_8008A4A8	fn_8008A4A8	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: except in modes 22/26, maps (arg0, arg1 0 or 2) to a value for fn_800A61C4 (L2: track 7 of two audio emitters). Comment holds
8008AD54	GameUICommands	fn_8008AD54	fn_8008AD54	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: helper fn_800A7664(18, nMsg, a), audio event kind 18
8008AD28	GameUICommands	fn_8008AD28	fn_8008AD28	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: helper fn_800A7664(20, nMsg, a), audio event kind 20
8008ACFC	GameUICommands	fn_8008ACFC	fn_8008ACFC	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: helper fn_800A7664(15, nMsg, a), audio event kind 15
8008ACD0	GameUICommands	fn_8008ACD0	fn_8008ACD0	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: helper fn_800A7664(16, nMsg, a), audio event kind 16
8008ACA4	GameUICommands	fn_8008ACA4	fn_8008ACA4	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: helper fn_800A7664(17, nMsg, a), audio event kind 17
8008AC78	GameUICommands	fn_8008AC78	fn_8008AC78	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: helper fn_800A7664(19, nMsg, a), audio event kind 19
8008A690	GameUICommands	fn_8008A690	fn_8008A690	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: arg0 picks the kind helper (1,2 -> 14; 6-11 -> 18,20,15,16,17,19), sound (u16)arg1. Comment holds. Later guess: PlayAudioEventByKind
8008A758	GameUICommands	fn_8008A758	fn_8008A758	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = fn_800A7528 (L2: whether the speech emitter's track 0 is on). Later guess: IsSpeechPlaying
8008A788	GameUICommands	fn_8008A788	fn_8008A788	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: float result = 512 * fn_80012C30(string arg0). L1 read the callee as a parse; engine.h/UFont.c: a string's width (L2 right). Later guess: GetStringWidth
8008A7C8	GameUICommands	fn_8008A7C8	fn_8008A7C8	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = 0
8008A7D4	GameUICommands	fn_8008A7D4	fn_8008A7D4	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: gSession.options.a24[1] as 0/1 (option unnamed)
8008A800	GameUICommands	fn_8008A800	fn_8008A800	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: empty handler
8008A804	GameUICommands	fn_8008A804	fn_8008A804	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: GameModeBattle_NumRemovableClubsLeft(arg0). Comment holds. Later guess: BattleNumRemovableClubsLeft
8008A838	GameUICommands	fn_8008A838	fn_8008A838	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = fn_8003DCAC (L2: GameBreaker active). Later guess: IsGameBreakerActive
8008A86C	GameUICommands	fn_8008A86C	fn_8008A86C	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: empty handler
8008A870	GameUICommands	fn_8008A870	fn_8008A870	-	unnamed	fixed:1	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: fn_800E81B4 (lbl_802822E8) as 0/1. The comment said the reverse ("the club stealing is over"): GameModeBattle_EndHole sets the flag when a player wins the hole and clears it when the game is finished (audit.tsv 800E81B4 row asked for this fix). Later guess: IsClubToTake
8008A8B8	GameUICommands	fn_8008A8B8	fn_8008A8B8	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: GameModeBattle_GetWinner(). Comment holds. Later guess: BattleGetWinner
8008A8E8	GameUICommands	fn_8008A8E8	fn_8008A8E8	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: gSession.nPaused != 0. Comment holds (rests on the field name). Later guess: IsPaused
8008A914	GameUICommands	fn_8008A914	fn_8008A914	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: fn_800F031C(string arg0) low byte as 0/1 (L2: writes the tour cut/playoff text). Later guess: GetTourCutOrPlayoffMessage
8008A964	GameUICommands	fn_8008A964	fn_8008A964	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: fn_800E53E8(arg0 != 0) (L2: a GameMessages flag)
8008A9A0	GameUICommands	fn_8008A9A0	fn_8008A9A0	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: fn_800F0818 (RTE driver flag) as 0/1. Comment holds. Later guess: IsRTEActive
8008A9E8	GameUICommands	fn_8008A9E8	fn_8008A9E8	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: strokes of player arg0 on hole arg1, 18/19/20 = front nine, back nine, round. Comment holds (fn_80085FDC minus its mode 19 branch). Later guess: GetScorecardValue
8008AAAC	GameUICommands	fn_8008AAAC	fn_8008AAAC	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: result = -1
8008AAB8	GameUICommands	fn_8008AAB8	fn_8008AAB8	-	unnamed	ok	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: bWasCut of the entrant on leaderboard row arg0 for profile 0 (fn_801197CC then fn_801197A4). Comment holds. Later guess: IsLeaderboardEntrantCut
8008AB04	GameUICommands	fn_8008AB04	fn_8008AB04	-	unnamed	none	Sonnet 5 (audit-l1-F)	Opus 5.5 (audit-l2-F)	Opus 5.5 (audit-rec-F)	2026-09-24	agreed: fn_801197A4(arg0, 0): bWasCut of entrant 0 in profile arg0's field. Later guess: IsUserCut (low)
800850E4	GameUICommands	fn_800850E4	fn_800850E4	-	unnamed	ok	Sonnet 5 (audit-l1-E)	Opus 5.5 (audit-l2-E)	Opus 5.5 (audit-rec-E)	2026-09-24	agreed: runs command nCmd through lbl_801D83B0 (no bounds or NULL check); caller uiProcessInterface fn_8008F568. Later name guess: RunRoundCommand
80085120	GameUICommands	fn_80085120	fn_80085120	-	unnamed	ok	Sonnet 5 (audit-l1-E)	Opus 5.5 (audit-l2-E)	Opus 5.5 (audit-rec-E)	2026-09-24	agreed: clears the table and fills slots 1..213 (119 stays NULL; slot 164 is fn_800834A8 of another unit); caller gomainloop. Later name guess: InitRoundCommands
80085BC0	GameUICommands	fn_80085BC0	fn_80085BC0	-	unnamed	ok	Sonnet 5 (audit-l1-E)	Opus 5.5 (audit-l2-E)	Opus 5.5 (audit-rec-E)	2026-09-24	agreed: 1 outside game type 6; else 1 when a player on that controller (or a CPU) is not in GS_WAIT (any state in mode 7). Only caller slot 110. Later name guess: controller may act
80085C78	GameUICommands	fn_80085C78	fn_80085C78	-	unnamed	fixed:1	Sonnet 5 (audit-l1-E)	Opus 5.5 (audit-l2-E)	Opus 5.5 (audit-rec-E)	2026-09-24	agreed: slot 1, 3 in mode 8, 2 in modes 6/7, 1 in split screen, else 0. "screen layout" was L2's guess only (med), L1 no role: dropped from the comment
80085D04	GameUICommands	fn_80085D04	fn_80085D04	-	unnamed	ok	Sonnet 5 (audit-l1-E)	Opus 5.5 (audit-l2-E)	Opus 5.5 (audit-rec-E)	2026-09-24	agreed (E1 "NA", "the entertainer", "CEDRIC"): slot 2, the player's display surname or nickname. Later name guess: GetPlayerDisplayName
80085E20	GameUICommands	fn_80085E20	fn_80085E20	-	unnamed	fixed:1	Sonnet 5 (audit-l1-E)	Opus 5.5 (audit-l2-E)	Opus 5.5 (audit-rec-E)	2026-09-24	agreed: slot 152, as slot 2 without the CEDRIC case, a surname over 10 chars cut to 4. "The same" hid the missing CEDRIC case
80085F5C	GameUICommands	fn_80085F5C	fn_80085F5C	-	unnamed	ok	Sonnet 5 (audit-l1-E)	Opus 5.5 (audit-l2-E)	Opus 5.5 (audit-rec-E)	2026-09-24	agreed: slot 174, the player's first name (created golfers from gGolferTable)
80085FDC	GameUICommands	fn_80085FDC	fn_80085FDC	-	unnamed	ok	Sonnet 5 (audit-l1-E)	Opus 5.5 (audit-l2-E)	Opus 5.5 (audit-rec-E)	2026-09-24	agreed: slot 3, strokes per hole; 18/19/20 = front nine / back nine / round (fn_800E19A4, fn_800E1788); mode 19 per hole fn_800E8C24
800860C8	GameUICommands	fn_800860C8	fn_800860C8	-	unnamed	fixed:1	Sonnet 5 (audit-l1-E)	Opus 5.5 (audit-l2-E)	Opus 5.5 (audit-rec-E)	2026-09-24	agreed: slot 182, per hole nModePoints; the 18/19/20 totals come from fn_800E19A4, which sums mode points only in mode 18 (Findings). Comment claimed mode points throughout
8008618C	GameUICommands	fn_8008618C	fn_8008618C	-	unnamed	ok	Sonnet 5 (audit-l1-E)	Opus 5.5 (audit-l2-E)	Opus 5.5 (audit-rec-E)	2026-09-24	agreed: slot 4, -1 when b137/b138/b139 (Random 18, Dream 18, a region: fn_800897F0's strings), -2 when b136 (saved custom round), else the course
80086208	GameUICommands	fn_80086208	fn_80086208	-	unnamed	ok	Sonnet 5 (audit-l1-E)	Opus 5.5 (audit-l2-E)	Opus 5.5 (audit-rec-E)	2026-09-24	agreed: slot 5, gpGame->nCurHole
80086238	GameUICommands	fn_80086238	fn_80086238	-	unnamed	ok	Sonnet 5 (audit-l1-E)	Opus 5.5 (audit-l2-E)	Opus 5.5 (audit-rec-E)	2026-09-24	agreed: slot 6, in mode 26 returns lbl_80281ED8 and flips it, else lbl_80282278 (the player whose turn it is). Getter with a side effect (Findings)
8008AC40	GameUICommands	fn_8008AC40	fn_8008AC40	-	unnamed	none	Sonnet 5 (audit-l1-E)	Opus 5.5 (audit-l2-E)	Opus 5.5 (audit-rec-E)	2026-09-24	agreed: returns 0 always; callers GM_CheckForShotChanges, GM_DoPostShotInHoleUI, GM_PlayerTookShot, GM_SimulateBallMovement, BootCourse fn_8009A180, fn_8008628C: their branches are dead (Findings)
8008AC3C	GameUICommands	fn_8008AC3C	fn_8008AC3C	-	unnamed	none	Sonnet 5 (audit-l1-E)	Opus 5.5 (audit-l2-E)	Opus 5.5 (audit-rec-E)	2026-09-24	agreed: empty, two ints; only called under fn_8008AC40, so never runs
8008628C	GameUICommands	fn_8008628C	fn_8008628C	-	unnamed	none	Sonnet 5 (audit-l1-E)	Opus 5.5 (audit-l2-E)	Opus 5.5 (audit-rec-E)	2026-09-24	agreed: slot 7, mode 9 fn_800E3ECC (pending flag lbl_80282282) else lbl_801D87C0.b0 = 1; mode 23 fn_80117DE8(0,1); last branch dead. L2 guess (low): leave/quit request from the pause menu
