# Where each function name came from and why. One row per applied name (tools: names
# pipeline, see docs/style.md "Names"). T1 verified, T2 strong, T3 provisional (the name
# keeps its address). codes: E1 EA text, E2 TW06 name confirmed, E3 wrapper, E4 named
# data, E5 role from named neighbours.
address	name	previous_name	tier	codes	evidence	purpose	proposed_by	reviewed_by	date
80171294	fn_80171294_GetChecksumInterface	SFIOPlatformCall80172F48	T3	E3	L1: a pure forward to fn_80172F48 (llSharedFileIO), a "get the interface" style call; L2: fn_80172F48 stores CRC32_GetInterface() in *pp when pp is not NULL; TagFile.c:507 then calls ->pfnInit. Reconciler: the current name is the old T3 style, keyed to the callee's address instead of its own	Hands out the checksum function table the platform layer uses (CRC32 on the GameCube)	Sonnet 5 (audit-l1-D) | Opus 5.5 (audit-l2-D)	Opus 5.5 (audit-rec-D)	2026-09-24
800EFCC0	GameModeDriverPGATour_ComputePurseForBracket	fn_800EFCC0	T2	E4+E5	L1: returns aPrize[k][0]*1000 ("prize amount, slot 0"); L2: the total purse (guess GetPurse). Reconciler: fn_8011BAD4 passes it as nTotal to fn_800D3478 (TW06 GM_Earnings_TournamentPayout), which gives row 0 the other column and shares (total - first prize) among the rest; EventInfo shows this column as "Purse:". TW06's name for it (the by-shape pairing had it on the sibling). Second step of a swap: applies after audit-rec-A/batch demoted both	Tournament i's total purse in bracket k, in dollars	Sonnet 5 (audit-l1-A) | Opus 5.5 (audit-l2-A)	Opus 5.5 (audit-rec-A)	2026-09-24
800EFCFC	GameModeDriverPGATour_ComputeFirstPrizeForBracket	fn_800EFCFC	T2	E4+E5	L1: returns aPrize[k][1]*1000, the column stored when the user wins; L2: the winner's share (guess GetWinnerEarnings). Reconciler: fn_800D3478 returns exactly this value for row 0 (the winner). TW06's name for it; second step of the swap	Tournament i's first prize (the winner's share) in bracket k, in dollars	Sonnet 5 (audit-l1-A) | Opus 5.5 (audit-l2-A)	Opus 5.5 (audit-rec-A)	2026-09-24
800EFF7C	GameModeDriverPGATour_GetPurseString	fn_800EFF7C	T2	E2+E5	L1: formats the column-0 amount as money text (accepted the TW06 hint GetWinnerEarningsString); L2: total purse, shown as "Purse:" (guess GetPurseString). Reconciler: EA's labels in EventInfo (fn_8011D280, fn_8011D658 "Purse:") use this function; TW06's GetPurseString, whose position pairing was swapped with fn_800F00F8. Second step of the swap	Tournament i's total purse as money text (stored bracket for past events, else the current one)	Sonnet 5 (audit-l1-A) | Opus 5.5 (audit-l2-A)	Opus 5.5 (audit-rec-A)	2026-09-24
800F00F8	GameModeDriverPGATour_GetWinnerEarningsString	fn_800F00F8	T2	E2+E5	L1: same shape with the column-1 amount (accepted the TW06 hint GetPurseString); L2: winner's share, shown as "Earnings:" (guess GetWinnerEarningsString). Reconciler: EventInfo fn_8011D4DC shows it as "Earnings:" after "Winner:" and "Score:"; TW06's GetWinnerEarningsString. Second step of the swap	Tournament i's first prize (winner's share) as money text	Sonnet 5 (audit-l1-A) | Opus 5.5 (audit-l2-A)	Opus 5.5 (audit-rec-A)	2026-09-24
80077168	FE_UpdateMovieQueue	FE_GetBIOMovieName	T2	E1+E3+E5	L1: queued-movie playback update (fade + play): guarded by fn_80077148 (queue empty), builds "credits" with FE_MakeMoviePath (TW06, T1) and "bio%02d" in the bios folder, plays them with LLVideo_PlayFile (audited T2) and fn_80076FDC as the skip test, then advances nMovieNext; its only caller is gomainloop's per-frame list (gomainloop.c:1023); L2 (high): per-frame movie-queue player: while the ring is not empty, raises a black overlay by 0.05 a frame; at full black stops audio, plays the queued movie (credits, or bios/bioNN with NN = nBio + 1), resets the fade and advances the ring index (wrap at FE_NUM_MOVIES). The old TW06 name (Xbox anchor(1): the "bio%02d" string) fits a bio-name helper that is inlined here; this function returns nothing and runs the whole queue, so the old name was misleading. Stale after the rename (outside src/include): docs/tw06-names.md row 80077168 and docs/decomp-notes.md:785	Once a frame: while a movie is queued, fades the screen to black, then plays it (the credits or a golfer's bio) and takes it off the queue	Sonnet 5 (audit-l1-P) | Opus 5.5 (audit-l2-P)	Opus 5.5 (audit-rec-P)	2026-09-24
800775BC	fn_800775BC_LoadCreatedFromSave	Golfer_LoadCreatedFromSave	T3	E4	L1: for each session player on a created golfer (>= FIRST_CREATED_GOLFER) copies gpSaveData[i].createdGolfer over gGolferTable[golfer], putting back the 3 attributes fn_80079E44 flags, then frees the BIO copy (fn_80076EEC) and the FE work block lbl_80281ED4; L2 (high): the same ("commit created golfers, free FE memory"), the first half of the FE exit fn_80077428. T3: the reading rests on our own names (gpSaveData, createdGolfer, gGolferTable); Golfer_ is another unit's prefix and name_sources.tsv has no row for the old name	Puts each player's saved created golfer into the golfer table (keeping the table's 3 hidden attributes), then frees the front end's BIO copy and work block	Sonnet 5 (audit-l1-P) | Opus 5.5 (audit-l2-P)	Opus 5.5 (audit-rec-P)	2026-09-24
80174158	TagFile_StartOpen	TagFile_StartDelete	T2	E4+E5	L1: calls fn_8017009C (an SFIO start, shown unaudited), sets eOperation from its argument and step 4, clears the map; its only callers are the op-5 and op-4 starters, 'both begin some kind of open/find, sharing setup'; L2: starts an SFIO open of the named file (fn_8017009C, SFIO states 6/3), then sets the operation, step 4, and clears the map and its 4-byte checksum (guess 'begin open (common part)', med). Reconciler: fn_8017009C_OpenStart ends in TibExt -> CARDFastOpen (SharedFileIO audit), and TagFile_Update's op 4/5 path then reads every record header into the map. Nothing is deleted, so 'Delete' is wrong. Static helper of TagFile_Open (op 4) and TagFile_Reopen (op 5)	Shared start of an open: starts the SFIO open of the named file, sets the operation (4 open, 5 re-open) and step 4, and empties the map and its checksum	Sonnet 5 (audit-l1-R) | Opus 5.5 (audit-l2-R)	Opus 5.5 (audit-rec-R)	2026-09-24
80174D6C	TagFile_Create	TagFile_BeginSave	T2	E3+E5	L1: sets eOperation 1 / step 1 and calls SFIOCreateStart directly, 'begin creating a new tag file'; L2: 'begin create' (high), rests on SFIOCreateStart. Reconciler: SFIOCreateStart is TW06's name (T1, SharedFileIO audit); its sequence makes the file and writes only SFIO's header block. No record is written here (that is TagFile_Write), so 'Save' claims more than the body does; Save/Load was a guess by shape, and its Load half deletes. When op 1 succeeds TagFile_Update sets bBusy, and the next plain open skips the record scan. TW06 PS2 candidate in the same file order: TagFileCreateStart (52 bytes, the size of its DeleteStart neighbour; ours are 0x84 each)	Starts creating the tag file (SFIO create, operation 1); a plain open right after it skips the record scan	Sonnet 5 (audit-l1-R) | Opus 5.5 (audit-l2-R)	Opus 5.5 (audit-rec-R)	2026-09-24
80174DF0	fn_80174DF0_Delete	TagFile_BeginLoad	T3	E4	L1: sets eOperation 2 / step 2 and calls fn_8016FBB8 (shown unaudited) with the name, device and search direction; no name ('evidence insufficient'); L2: starts SFIO call fn_8016FBB8 (its own SFIO states 5/2); guess 'begin delete' (med), by elimination and because EASBStorage fn_8012B3B0 calls it on "EASB" and on completion wipes the session and all record state. Reconciler: fn_8016FBB8_DeleteStart ends in TibExt -> CARDFastDeleteAsync (SharedFileIO audit); nothing is read, so 'Load' is wrong. EASB operation 1 (lbl_80195520) runs only this step. L1 named no action and the callee rests on our own T3 name, so T3. TW06 PS2 candidate: TagFileDeleteStart (after CreateStart, the same size)	Starts deleting the tag file (SFIO delete, operation 2)	Sonnet 5 (audit-l1-R) | Opus 5.5 (audit-l2-R)	Opus 5.5 (audit-rec-R)	2026-09-24
80174E74	TagFile_Reopen	TagFile_DeleteSession	T2	E4+E5	L1: copies the caller's session into the library state and runs the open helper as operation 5 with search direction -1; at the end of the scan operation 5 compares the map checksum with the saved session's, 'resume/reopen an existing session'; L2: 'begin re-open from saved session' (high). Reconciler: TagFile_Update returns TAG_ERROR_BAD_MAP_CHECKSUM for op 5 when the rebuilt map's checksum differs from Session.uChecksum (written by TagFile_End). Its only caller, EASBStorage fn_8012A364, returns EASB_ERROR_CANNOT_REOPEN (TW06's EASBErrorE name) when it may not run. Nothing is deleted, so 'Delete' is wrong	Re-opens the file a saved session refers to (operation 5): the record scan rebuilds the map and checks it against the session's map checksum	Sonnet 5 (audit-l1-R) | Opus 5.5 (audit-l2-R)	Opus 5.5 (audit-rec-R)	2026-09-24
80174EE8	TagFile_Open	TagFile_Delete	T2	E5	L1: a pure forward to the open helper as operation 4, 'begin opening a tag file fresh' (no checksum check); L2: 'begin open' (high). Reconciler: the helper starts fn_8017009C_OpenStart (TibExt -> CARDFastOpen); TagFile_Update's op 4 path then gets the session info (SFIOGetSessionInfo), rewinds (SFIOSeek) and reads each record header into the map (SFIORead) until the end of the file. EASBStorage fn_8012A2A8 keeps the session and marks the file open. Nothing is deleted. TW06 PS2 candidate: TagFileOpenStart (a 28-byte forward after DeleteStart). Not a swap: the name TagFile_Delete is not reused (the delete start becomes fn_80174DF0_Delete)	Starts opening the named tag file (operation 4); TagFile_Update then reads its record headers into the map	Sonnet 5 (audit-l1-R) | Opus 5.5 (audit-l2-R)	Opus 5.5 (audit-rec-R)	2026-09-24
800D2CB0	fn_800D2CB0_HoleWindDir	Hole_WindDir	T3	E4+E5	L1: returns lbl_801FA2F4[fn_80008830()].aHoles[fn_80015464()].nWindDir, only caller fn_80055FC8 (Ball); no text, no name (the field name is a claim); L2: returns the int nWindDir of the current course and hole, med; its one caller reads it with fn_800D2CF8's float and zeroes both when gpGame->bNoWind. Reconciler: behaviour agreed, but "wind" rests on our own names (nWindDir, bNoWind, Wind_Generate/Wind_Set, docs/gameplay.md), so our Hole_WindDir becomes T3	the current hole's authored wind direction from the 'CRI ' course table (0 with no speed: Wind_Generate rolls one)	Sonnet 5 (audit-l1-Z) | Opus 5.5 (audit-l2-Z)	Opus 5.5 (audit-rec-Z)	2026-09-24
800D2CF8	fn_800D2CF8_HoleWindSpeed	Hole_WindSpeed	T3	E4+E5	L1: returns the fWindSpeed field for the same course and hole as fn_800D2CB0, same single caller fn_80055FC8 (Ball); no name; L2: returns the float fWindSpeed of the current course and hole, med, rests partly on the field name. Reconciler: behaviour agreed, evidence is our own names, so T3 (twin of fn_800D2CB0_HoleWindDir)	the current hole's authored wind speed from the 'CRI ' course table	Sonnet 5 (audit-l1-Z) | Opus 5.5 (audit-l2-Z)	Opus 5.5 (audit-rec-Z)	2026-09-24
800642D0	fn_800642D0_ReapplyCurrentShot	CameraController_ResetAimMarkerInSwingCamera_800642D0	T3	E5	L1: tw06 hint CameraController_ResetAimMarkerInSwingCamera (medium, PS2 nbr(r7,2)); sole caller the Swing update (fn_8005E6F8), which fits "...InSwingCamera"; the body is one call fn_80042EDC(&script, script.pShot, nPlayer, pos, at, 5, 0.0, 100.0, 25, 0.0), so the code agrees it resets something about the swing camera but does not show "aim marker"; L2: re-applies the view's current camera shot with transition 5 on the view's eye and look-at (guess CamCont_ReapplyShot, med); notes the TW06 hint claims an aim marker the behaviour does not show. Reconciler: fn_80042EDC is CameraScript_InterpToNewScript (TW06 strong, both builds): the view's script is blended into the shot it already plays. The caller (Swing.c STATEFUNC_SwingUpdate, button-6 branch) runs it right after AI_ChooseTarget/Shot_Prepare/BreakLine_Start re-aim the shot, which is why the TW06 position hint is plausible, but no aim marker is touched here. Old-style T3 name (Name_ADDR) moved to fn_ADDR_Guess with the behaviour both lanes see; TW06's name kept in the ledger notes	Blends the view's camera script back into its current shot (transition kind 5); Swing calls it after the shot is re-aimed.	Sonnet 5 (audit-l1-AA) | Opus 5.5 (audit-l2-AA)	Opus 5.5 (audit-rec-AA)	2026-09-24
80037DD8	fn_80037DD8	PostFx_CopyScreenToBuffer	D	E4+E5	L1: sets lbl_80281D80 via fn_80009B34(GXGetTexBufferSize(256,224,6,0,0),2,0x20,"GoPostFx.c",119) when gSession.nGameType is 4..8, then calls fn_80037E50; called by gomainloop x2 and hwsRender_Gc; the file string names the unit only, no name; L2 (high): lbl_80281D80 = NULL, allocates a 256x224 format-6 buffer in game types 4..8, then clears every effect (fn_80037E50); guess GoPostFx init, paired with fn_80037F80 (free). Reconciler: TW06 name (strong, anchor(1): the bare "GoPostFx.c" string) that the behaviour contradicts: nothing is copied here; the screen is copied into lbl_80281D80 by fn_800392D0 (GXCopyTex, from LLDisp_Gc) and this runs once at mode start. The name already misled engine.h (ScreenCopy "filled by" it). Back to fn_; TW06 row stays in tw06-names.md	allocates the screen-copy buffer lbl_80281D80 (game types 4..8) and clears every effect; the GoPostFx set-up (fn_80037F80 frees the buffer)	Sonnet 5 (audit-l1-AD) | Opus 5.5 (audit-l2-AD)	Opus 5.5 (audit-rec-AD)	2026-09-24
80048AF4	fn_80048AF4_DynObjAlloc	Kernel_InitModule	T3	E4	L1: no name ("UKernel.c" line 201 names the unit only); takes a node of pool lbl_80281DAC when size < 400, else of lbl_80281DA8 when size < 528, else the heap fn_80009B34(size, 1, 16, "UKernel.c", 201) (E4); only caller 80049018 passes the size its handler's message 1 returns; L2: the same behaviour, guess DynObj_Alloc (high), node sizes 400/528 from 80048DD0's pools. Reconciler: TW06 strong Kernel_InitModule rests on one PS2 anchor (anchor(1), most likely the "UKernel.c" string, which only this function carries here). The body initialises nothing, and "InitModule" reads like the kernel's real init fn_80048DD0 ('Cact' handler, pools, empty list), so the name is misleading. Both lanes agree on the allocation; "DynObj" is our own type name, so T3. TW06's name kept in the ledger notes	Memory for a new dynamic object: a 400- or 528-byte pool node when one is free and the size fits, else the heap.	Sonnet 5 (audit-l1-AE) | Opus 5.5 (audit-l2-AE)	Opus 5.5 (audit-rec-AE)	2026-09-24
800E6C10	GameModeAlternateShot_SetupNextGolfer	fn_800E6C10	T1	E2b+E5	L1: E5+E2b(low): stored at gpGame->pfnSetupNextGolfer by GameModeAlternateShot_Init; the TW07 candidate GameModeAlternateShot::SetupNextGolfer (tw07_pairs low, calls:1 GOLFERSTATE_Set) agrees; L2: asks the mode's honors (5 = no current player) who plays next, stores it in lbl_80282278, that golfer GS_PRE_SHOT, the rest GS_WAIT, high; tw07 fits (TW07 only adds the C++ this). Reconciler: both blind lanes support the TW07 pairing; the pfnSetupNextGolfer slot is TW06's SetupNextGolfer (docs/tw06-names.md), same body as GameModeStroke_SetupNextGolfer's non-split-screen path; GameModeAlternateShot::SetupNextGolfer -> _	Alternate shot's SetupNextGolfer: the player the mode's honors picks gets ready (GS_PRE_SHOT), the others wait	Sonnet 5 (audit-l1-AK) | Opus 5.5 (audit-l2-AK)	Opus 5.5 (audit-rec-AK)	2026-09-24
800D256C	IsLeapYear	fn_800D256C	T1	E2b	L1: E2b(high) TW07 Calendar.c:31 bool IsLeapYear(uint32 year), same test (year&3, century rule, 1900 forced leap, %400); no machine row, found in the TW07 file list, whose 18 functions run in the same order as ours; L2: leap-year test with 1900 counted as leap; tw07: would fit IsLeapYear(year). Reconciler: our 14 Calendar functions sit in TW07's source order one for one (TW07 adds GetYear, SetMDYHMS, AddMonths, AddYears)	Whether a year is a leap year (1900 counts as one)	Sonnet 5 (audit-l1-AH) | Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24
800D25D4	DaysInYear	fn_800D25D4	T1	E2b	L1: E2b(high) TW07 Calendar.c:66 static uint32 DaysInYear(uint32 year), next after IsLeapYear, same one-line body; L2: 366 for a leap year else 365; tw07: would fit DaysInYear(year)	The days in a year, 365 or 366	Sonnet 5 (audit-l1-AH) | Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24
800D2608	CalDate_GetDay	fn_800D2608	T1	E2b	L1: E2b(high) TW07 Calendar.c:71 uint32 CalDate_GetDay(CalendarDate date), locals dummy/day, a wrapper over GetMDY like ours; L2: returns the day of the month of a date serial; tw07: would fit CalDate_GetDay(date)	A date's day of the month	Sonnet 5 (audit-l1-AH) | Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24
800D2640	CalDate_GetMonth	fn_800D2640	T1	E2b	L1: E2b(high) TW07 Calendar.c:78 uint32 CalDate_GetMonth(CalendarDate date), locals dummy/month; L2: returns the month (1-12) of a date serial; tw07: would fit CalDate_GetMonth(date)	A date's month	Sonnet 5 (audit-l1-AH) | Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24
800D2678	CalDate_SetMDY	fn_800D2678	T1	E2b	L1: E2b(high) machine row CalDate_SetMDY Calendar.c:109 (low), callers GameModeDriverRTE_GetNextEvent/TibExtCur match ours, signature (CalendarDate* pDate, month, day, year) matches; L2: builds a u16 day serial from month/day/year; tw07: fits (same 4 params and job)	Makes a date's day number from month, day and year	Sonnet 5 (audit-l1-AH) | Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24
800D2714	CalDate_GetMDY	fn_800D2714	T1	E2b	L1: E2b(high) machine row CalDate_GetMDY Calendar.c:144 (low), callers GameModeDriverPGATour_GetEventByDate/GameModeDriverRTE_GetEventByDate match, signature (const CalendarDate*, uint32* pMonth, pDay, pYear) matches; L2: splits a day serial into month, day, year; tw07: fits	Splits a date's day number into month, day and year	Sonnet 5 (audit-l1-AH) | Opus 5.5 (audit-l2-AH)	Opus 5.5 (audit-rec-AH)	2026-09-24
